time,LF_Torque_Troch_CS_x,LF_Torque_Troch_CS_y,LF_Torque_Troch_CS_z,LF_Torque_Tibia_CS_x,LF_Torque_Tibia_CS_y,LF_Torque_Tibia_CS_z,LF_ThC1_theta,LF_ThC1_vel,LF_ThC3_theta,LF_ThC3_vel,LF_CTr_theta,LF_CTr_vel,LF_TrF_theta,LF_TrF_vel,LF_FTi_theta,LF_FTi_vel
0.19,-0.02126699853690059,-0.11644913476401456,0.1443554792265654,0.039686129940948126,-0.08590900151726533,0.09172195629081582,-0.04009658043733932,-0.40974365585160627,0.9280216364100315,0.022226970374694677,0.7460976251222663,-0.5879213924427695,-0.23504669292703226,-0.1551542605521372,0.07376272267470153,-1.0015705171441291
0.2,-0.021811201444275757,-0.1306735620840014,0.14322711144786676,0.043195063056007316,-0.09375547502411784,0.09598802806267576,-0.044119217589060615,-0.4022637151721298,0.928175442322882,0.015380591285041323,0.7404000275022218,-0.5697597620044514,-0.23662165022210913,-0.15749572950768675,0.06389990916966502,-0.9862813505036511
0.21,-0.02249670678098098,-0.14438442843378763,0.14221223141473271,0.04659730055719981,-0.10136013682895545,0.10028261229754426,-0.04807066542019756,-0.3951447831136948,0.9282633569051949,0.008791458231294236,0.7348800512418365,-0.5519976260385251,-0.23821887837612638,-0.15972281540172495,0.05418865807843456,-0.9711251091230465
0.22,-0.02331055163221296,-0.15760900706581465,0.14130842897792378,0.04989839917198346,-0.10873555799520077,0.1046047408663523,-0.051954387966146834,-0.3883722545949271,0.928287795333073,0.0024438427878137325,0.7295338554435484,-0.53461957982881,-0.23983727983453632,-0.16184014584099404,0.04462769273199442,-0.9560965346440138
0.23,-0.024240746486793946,-0.17037176615617397,0.14051349818822909,0.05310329095192206,-0.11589289496095402,0.10895323264263113,-0.055773716550560924,-0.381932858441409,0.9282510332496748,-0.003676208339820075,0.7243577393889142,-0.5176116054634194,-0.24147579807296857,-0.16385182384322516,0.035215783798869756,-0.9411908933124664
0.24,-0.025276045262711044,-0.18269679393073215,0.1398253681335848,0.056216801920176876,-0.12284307601108616,0.11332697239191844,-0.05953184881207682,-0.37581322615158963,0.9281552093501768,-0.00958238994980265,0.7193481437778927,-0.5009595611021544,-0.24313341678995629,-0.16576187169877188,0.02595174919548048,-0.9264034603389276
0.25,-0.026405966894201563,-0.19460672048784838,0.1392421022463853,0.059243427140272954,-0.12959628421237643,0.11772477421353823,-0.06323185341867142,-0.3700004606594601,0.9280023345211422,-0.015287482903458827,0.7145016459793768,-0.48464977985158697,-0.24480915711227982,-0.1675740322323538,0.016834451976918643,-0.9117297218561835
0.26,-0.027620828780592063,-0.20612090410843975,0.13876190367650706,0.062186944973033446,-0.1361610735662149,0.12214514395129714,-0.06687668837230488,-0.36448349536334634,0.9277943123177975,-0.020802220334470434,0.7098149407583263,-0.46867052210505245,-0.24650207152087492,-0.1692914408595092,0.007862793713021265,-0.8971658263897379
0.27,-0.028911522024090322,-0.2172584275313263,0.13838305130853915,0.06505105834695146,-0.1425458362704287,0.1265866402355551,-0.07046919988092963,-0.3592511508624746,0.927532940633074,-0.026137168472351036,0.705284841602952,-0.45300991553742787,-0.2482112432441782,-0.17091717233032877,-0.0009642853459898254,-0.882707905901109
0.28,-0.03026936592793765,-0.22804091678595417,0.13810385517810464,0.06784000356401454,-0.14876019440822608,0.13104823515587874,-0.07401210000592373,-0.35429001249941,0.9272198953404256,-0.03130452926484173,0.7009083046508371,-0.4376536952114929,-0.2499357907554406,-0.17245475112623865,-0.009647798870046357,-0.8683513524056531
0.29,-0.0316867335814741,-0.23847683389555924,0.1379228301887774,0.07055518079864354,-0.15480728823964016,0.1355272889246123,-0.07750805806070049,-0.349595805477676,0.9268568135392126,-0.03630818012130277,0.6966823315013949,-0.4225973149442175,-0.2516748437213866,-0.17390529659460086,-0.018188745852661302,-0.8540946982614944
0.3,-0.03541155130428325,-0.22616950399346492,0.1364621563055157,0.0689236789246616,-0.1508519045108379,0.1369542561099578,-0.08083477511296311,-0.33267170522626177,0.926637789979697,-0.021902355951552988,0.6919694933426745,-0.4712838158720367,-0.2534461204820842,-0.17712767606976043,-0.02712838566370415,-0.8939639811042847
0.31,-0.020351325269358088,0.010971576925589708,0.17918487917980494,0.003691087458530546,-0.011561351012382471,0.041541555451293115,-0.0840178067121911,-0.31830315992279895,0.9273134925366797,0.06757025569826824,0.6833041940840562,-0.8665299258618364,-0.2556585936185896,-0.22124731365054107,-0.04028955944408685,-1.3161173780382704
0.32,-0.044652706868078665,0.08241156524323069,0.16641723360786184,-0.000325107936169456,0.004067513565049732,0.038612427062354474,-0.08684700551859305,-0.282919880640195,0.929474864089277,0.21613715525973243,0.6679761580727015,-1.5328036011354684,-0.25865223452852676,-0.2993640909937145,-0.06051326627414068,-2.0223706830053825
0.33,-0.047687854757619094,0.0850655324977796,0.14638273594121234,1.6097226172122336e-06,0.00302205042707331,0.03776381738451057,-0.088998551165946,-0.21515456473529537,0.933350208144363,0.38753440550859386,0.6446733679419392,-2.3302790130762308,-0.26268403963735826,-0.4031805108831499,-0.08903430805366824,-2.8521041779527563
